pr_number,pr_title,pr_url,state,created_at,updated_at,closed_at,merged_at,merged,additions,deletions,changed_files,author_login,labels,review_count_reported
48942,chore(endpoints): pagination baby,https://github.com/PostHog/posthog/pull/48942,OPEN,2026-02-24T17:08:52Z,2026-02-24T17:44:08Z,,,False,286,53,6,sakce,,3
48861,feat(flags): add HyperCache configuration for flag definitions cache,https://github.com/PostHog/posthog/pull/48861,OPEN,2026-02-24T03:54:53Z,2026-02-24T17:31:31Z,,,False,252,2,2,haacked,,0
47788,feat(batch-exports): estimate total records for backfills,https://github.com/PostHog/posthog/pull/47788,OPEN,2026-02-12T20:04:42Z,2026-02-24T17:27:53Z,,,False,1176,436,17,rossgray,,11
48848,chore(flags): refactor verification plumbing and remove unused task,https://github.com/PostHog/posthog/pull/48848,MERGED,2026-02-23T23:42:29Z,2026-02-24T17:26:46Z,2026-02-24T17:26:44Z,2026-02-24T17:26:44Z,True,93,63,10,haacked,,3
48213,feat: Consumer group implementation for batch exports,https://github.com/PostHog/posthog/pull/48213,OPEN,2026-02-17T17:17:12Z,2026-02-24T17:26:23Z,,,False,658,13,4,tomasfarias,,15
48935,feat(err): add ios source context,https://github.com/PostHog/posthog/pull/48935,OPEN,2026-02-24T16:39:46Z,2026-02-24T17:24:51Z,,,False,864,29,10,hpouillot,,1
48937,feat: tophog process person step,https://github.com/PostHog/posthog/pull/48937,MERGED,2026-02-24T16:40:50Z,2026-02-24T17:22:01Z,2026-02-24T17:21:58Z,2026-02-24T17:21:58Z,True,9,2,1,lmenezes,,1
48782,fix(ph-ai): leaner mode tooltip,https://github.com/PostHog/posthog/pull/48782,OPEN,2026-02-23T16:43:17Z,2026-02-24T17:15:51Z,,,False,22,61,103,kappa90,,1
48927,feat(filters): show event icons in action filter,https://github.com/PostHog/posthog/pull/48927,OPEN,2026-02-24T15:54:08Z,2026-02-24T17:05:59Z,,,False,26,38,32,gesh,,3
48539,chore(ff): skip write flag,https://github.com/PostHog/posthog/pull/48539,MERGED,2026-02-19T23:18:04Z,2026-02-24T17:04:50Z,2026-02-24T17:04:48Z,2026-02-24T17:04:48Z,True,383,41,12,nickbest-ph,,3
48932,fix(marketing-analytics): cast date fields String vs Date,https://github.com/PostHog/posthog/pull/48932,MERGED,2026-02-24T16:17:26Z,2026-02-24T17:00:31Z,2026-02-24T17:00:29Z,2026-02-24T17:00:29Z,True,6,9,1,christiaan-ph,bug|feature/marketing-analytics,1
48860,fix(flags): use shared redis for flag definitions HyperCacheReader,https://github.com/PostHog/posthog/pull/48860,MERGED,2026-02-24T03:54:43Z,2026-02-24T16:57:28Z,2026-02-24T16:55:42Z,2026-02-24T16:55:42Z,True,2,3,1,haacked,,2
48930,ci(backend): move docker compose up earlier in Product tests workflow,https://github.com/PostHog/posthog/pull/48930,MERGED,2026-02-24T16:02:28Z,2026-02-24T16:48:18Z,2026-02-24T16:48:16Z,2026-02-24T16:48:16Z,True,16,13,1,mendral-app,,1
48898,feat(hcl-exporter): Wire up the layout in Manage with Terraform,https://github.com/PostHog/posthog/pull/48898,OPEN,2026-02-24T12:25:43Z,2026-02-24T16:44:34Z,,,False,384,12,6,vdekrijger,,0
48792,fix(ph-ai): better plan/research mode prompting,https://github.com/PostHog/posthog/pull/48792,OPEN,2026-02-23T17:34:06Z,2026-02-24T16:44:24Z,,,False,254,121,13,kappa90,,1
48291,feat(cymbal): dSYM symbolication,https://github.com/PostHog/posthog/pull/48291,MERGED,2026-02-18T11:20:57Z,2026-02-24T16:38:35Z,2026-02-24T16:38:32Z,2026-02-24T16:38:32Z,True,1104,42,27,ioannisj,,4
48931,feat(mcp): Use posthog user agent for all MCP requests,https://github.com/PostHog/posthog/pull/48931,MERGED,2026-02-24T16:05:38Z,2026-02-24T16:36:39Z,2026-02-24T16:36:38Z,2026-02-24T16:36:38Z,True,69,64,2,robbie-c,,6
48928,chore: Add DI to nodejs services,https://github.com/PostHog/posthog/pull/48928,OPEN,2026-02-24T15:55:07Z,2026-02-24T16:35:30Z,,,False,346,189,19,jose-sequeira,,2
48900,feat(devex): Add hogli man page generation on activate,https://github.com/PostHog/posthog/pull/48900,MERGED,2026-02-24T12:34:58Z,2026-02-24T16:34:36Z,2026-02-24T16:34:33Z,2026-02-24T16:34:33Z,True,156,0,3,gantoine,,1
48915,feat(ph-ai): llm analytics mode,https://github.com/PostHog/posthog/pull/48915,OPEN,2026-02-24T14:08:54Z,2026-02-24T16:32:28Z,,,False,766,2,16,kappa90,,3
48933,chore(dashboards): position based virtualisation (2/3),https://github.com/PostHog/posthog/pull/48933,OPEN,2026-02-24T16:24:49Z,2026-02-24T16:31:53Z,,,False,320,359,4,thmsobrmlr,,2
48813,chore(dashboards): position based virtualisation (1/3),https://github.com/PostHog/posthog/pull/48813,OPEN,2026-02-23T19:40:57Z,2026-02-24T16:25:30Z,,,False,380,81,15,thmsobrmlr,,0
48865,fix: add url validation to heatmap export,https://github.com/PostHog/posthog/pull/48865,MERGED,2026-02-24T06:05:05Z,2026-02-24T16:19:31Z,2026-02-24T16:19:29Z,2026-02-24T16:19:29Z,True,59,0,4,Piccirello,priority-review,3
48344,fix(settings): apply correct access control rules in general project settings,https://github.com/PostHog/posthog/pull/48344,OPEN,2026-02-18T16:56:35Z,2026-02-24T16:19:04Z,,,False,383,108,25,ReeceJones,,3
48788,refactor: extract prepareEventStep to pipeline step,https://github.com/PostHog/posthog/pull/48788,MERGED,2026-02-23T17:18:04Z,2026-02-24T16:18:44Z,2026-02-24T16:18:42Z,2026-02-24T16:18:41Z,True,680,1965,31,lmenezes,,5
48343,fix(settings): apply correct access control rules in integration settings,https://github.com/PostHog/posthog/pull/48343,OPEN,2026-02-18T16:55:47Z,2026-02-24T16:17:21Z,,,False,349,259,4,ReeceJones,,4
48333,fix(settings): apply correct access control rules in shared components,https://github.com/PostHog/posthog/pull/48333,OPEN,2026-02-18T16:09:35Z,2026-02-24T16:16:11Z,,,False,46,13,9,ReeceJones,,5
48348,fix(settings): apply correct access control rules in customer and revenue analytics settings,https://github.com/PostHog/posthog/pull/48348,OPEN,2026-02-18T16:59:45Z,2026-02-24T16:03:31Z,,,False,54,30,5,ReeceJones,,7
48347,fix(settings): apply correct access control rules in experiments settings,https://github.com/PostHog/posthog/pull/48347,OPEN,2026-02-18T16:58:57Z,2026-02-24T16:03:29Z,,,False,16,7,3,ReeceJones,,2
48346,fix(settings): apply correct access control rules in feature flags settings,https://github.com/PostHog/posthog/pull/48346,OPEN,2026-02-18T16:57:35Z,2026-02-24T16:03:27Z,,,False,32,3,3,ReeceJones,,2
48342,fix(settings): apply correct access control rules in marketing analytics settings,https://github.com/PostHog/posthog/pull/48342,OPEN,2026-02-18T16:54:06Z,2026-02-24T16:03:23Z,,,False,69,3,7,ReeceJones,,5
48341,fix(settings): apply correct access control rules in session replay settings,https://github.com/PostHog/posthog/pull/48341,OPEN,2026-02-18T16:53:07Z,2026-02-24T16:03:21Z,,,False,190,200,1,ReeceJones,,2
48340,fix(settings): apply correct access control rules in surveys settings,https://github.com/PostHog/posthog/pull/48340,OPEN,2026-02-18T16:52:01Z,2026-02-24T16:03:20Z,,,False,112,71,4,ReeceJones,,2
48339,fix(settings): apply correct access control rules in web analytics settings,https://github.com/PostHog/posthog/pull/48339,OPEN,2026-02-18T16:50:53Z,2026-02-24T16:03:18Z,,,False,151,176,7,ReeceJones,,4
48335,fix(settings): apply correct access control rules in session replay ingestion controls,https://github.com/PostHog/posthog/pull/48335,OPEN,2026-02-18T16:13:56Z,2026-02-24T16:03:16Z,,,False,225,229,7,ReeceJones,,7
48929,feat: Added starting place for redis backed idempotency service,https://github.com/PostHog/posthog/pull/48929,OPEN,2026-02-24T15:57:05Z,2026-02-24T16:00:38Z,,,False,477,0,2,benjackwhite,,0
48881,fix(insights): sql stacked bars chart tooltip limits,https://github.com/PostHog/posthog/pull/48881,MERGED,2026-02-24T10:32:27Z,2026-02-24T15:59:30Z,2026-02-24T15:59:28Z,2026-02-24T15:59:28Z,True,20,3,1,gesh,,2
48926,fix(persons): trim whitespace from person/group search queries,https://github.com/PostHog/posthog/pull/48926,OPEN,2026-02-24T15:47:36Z,2026-02-24T15:59:29Z,,,False,17,8,2,luke-belton,,2
48894,fix(cdp): ip6 validation for literals,https://github.com/PostHog/posthog/pull/48894,OPEN,2026-02-24T12:14:11Z,2026-02-24T15:49:25Z,,,False,101,1,2,meikelmosby,,1
47362,fix(snippets): rename site apps to web scripts,https://github.com/PostHog/posthog/pull/47362,MERGED,2026-02-09T19:20:09Z,2026-02-24T15:47:11Z,2026-02-24T15:47:08Z,2026-02-24T15:47:08Z,True,78,73,22,mariusandra,,9
48922,chore(cdp): paginate destination list,https://github.com/PostHog/posthog/pull/48922,OPEN,2026-02-24T15:14:58Z,2026-02-24T15:46:28Z,,,False,5,2,3,meikelmosby,,1
47130,feat: HogQL permission layer,https://github.com/PostHog/posthog/pull/47130,OPEN,2026-02-06T14:26:35Z,2026-02-24T15:45:41Z,,,False,639,43,26,a-lider,,32
48925,fix: enforce access control for integrations settings on backend,https://github.com/PostHog/posthog/pull/48925,OPEN,2026-02-24T15:35:03Z,2026-02-24T15:40:30Z,,,False,19,9,3,ReeceJones,,1
48921,fix: enforce access control for group analytics settings on backend,https://github.com/PostHog/posthog/pull/48921,OPEN,2026-02-24T14:57:49Z,2026-02-24T15:35:34Z,,,False,119,12,4,ReeceJones,,2
48830,fix: enforce access control data color theme settings on backend,https://github.com/PostHog/posthog/pull/48830,OPEN,2026-02-23T21:48:13Z,2026-02-24T15:35:27Z,,,False,7,4,2,ReeceJones,,1
48821,fix: enforce access control for customer analytics config on backend,https://github.com/PostHog/posthog/pull/48821,OPEN,2026-02-23T20:25:34Z,2026-02-24T15:35:25Z,,,False,12,8,2,ReeceJones,,1
48791,fix: enforce access control for marketing analytics config on backend,https://github.com/PostHog/posthog/pull/48791,OPEN,2026-02-23T17:32:06Z,2026-02-24T15:35:23Z,,,False,68,28,2,ReeceJones,,0
48634,fix: update access control for team fields,https://github.com/PostHog/posthog/pull/48634,OPEN,2026-02-20T20:04:28Z,2026-02-24T15:35:19Z,,,False,237,142,5,ReeceJones,,4
48923,fix(mcp): coerce string-typed numbers and JSON-string objects in tool inputs,https://github.com/PostHog/posthog/pull/48923,OPEN,2026-02-24T15:17:53Z,2026-02-24T15:30:17Z,,,False,194,32,5,andehen,,1
48882,"fix(subscriptions): Fix broken ""new subscription"" flow on insights",https://github.com/PostHog/posthog/pull/48882,MERGED,2026-02-24T10:34:29Z,2026-02-24T15:28:33Z,2026-02-24T15:28:31Z,2026-02-24T15:28:31Z,True,60,9,2,vdekrijger,,2
47997,chore(ci): update backend test timings,https://github.com/PostHog/posthog/pull/47997,CLOSED,2026-02-15T03:56:05Z,2026-02-24T15:26:06Z,2026-02-24T15:26:05Z,,False,345,0,1,tests-posthog,,0
48877,chore: migrate low level services off Hub,https://github.com/PostHog/posthog/pull/48877,MERGED,2026-02-24T10:03:50Z,2026-02-24T15:20:15Z,2026-02-24T15:20:12Z,2026-02-24T15:20:12Z,True,57,46,15,jose-sequeira,,2
48688,feat(agents): command endpoint for sending commands to cloud agents,https://github.com/PostHog/posthog/pull/48688,OPEN,2026-02-22T20:25:20Z,2026-02-24T15:18:06Z,,,False,851,0,5,joshsny,,0
48862,fix(experiments): fix end experiment dialog for web experiments.,https://github.com/PostHog/posthog/pull/48862,MERGED,2026-02-24T04:08:56Z,2026-02-24T15:10:05Z,2026-02-24T15:10:03Z,2026-02-24T15:10:03Z,True,9,14,1,rodrigoi,,2
48625,feat(llma): OTel + Pydantic AI MVP,https://github.com/PostHog/posthog/pull/48625,OPEN,2026-02-20T18:22:41Z,2026-02-24T15:09:56Z,,,False,2709,100,27,carlos-marchal-ph,team/llm-analytics,0
48304,feat: collapse identical replay inspector rows,https://github.com/PostHog/posthog/pull/48304,OPEN,2026-02-18T12:51:24Z,2026-02-24T15:09:01Z,,,False,490,144,25,fasyy612,,7
48762,feat(posthog-ai): Add capturing of dashboard/insight creation events from posthog ai,https://github.com/PostHog/posthog/pull/48762,MERGED,2026-02-23T15:26:57Z,2026-02-24T15:04:18Z,2026-02-24T15:04:17Z,2026-02-24T15:04:17Z,True,238,48,18,robbie-c,,9
48917,fix(cdp): use internal fetch,https://github.com/PostHog/posthog/pull/48917,MERGED,2026-02-24T14:25:33Z,2026-02-24T14:57:30Z,2026-02-24T14:57:28Z,2026-02-24T14:57:28Z,True,14,14,2,meikelmosby,,2
48727,feat(sql-editor): auto chart type,https://github.com/PostHog/posthog/pull/48727,MERGED,2026-02-23T12:51:14Z,2026-02-24T14:55:49Z,2026-02-24T14:55:48Z,2026-02-24T14:55:48Z,True,627,69,15,mariusandra,,1
48208,chore(endpoints): cleanup endpoints in SQL editor sources,https://github.com/PostHog/posthog/pull/48208,MERGED,2026-02-17T16:35:40Z,2026-02-24T14:55:28Z,2026-02-24T14:55:26Z,2026-02-24T14:55:26Z,True,133,3,4,sakce,,3
48775,fix(signals): Increase ClickHouse timeout for session recording fetch,https://github.com/PostHog/posthog/pull/48775,MERGED,2026-02-23T16:20:25Z,2026-02-24T14:51:35Z,2026-02-24T14:51:33Z,2026-02-24T14:51:33Z,True,21,5,3,Twixes,,1
48910,feat(agents): slack <-> twig E2E integration,https://github.com/PostHog/posthog/pull/48910,OPEN,2026-02-24T13:39:45Z,2026-02-24T14:47:27Z,,,False,3530,153,109,tatoalo,,2
48870,fix(slack): Add missing scopes,https://github.com/PostHog/posthog/pull/48870,MERGED,2026-02-24T08:46:01Z,2026-02-24T14:46:43Z,2026-02-24T14:46:41Z,2026-02-24T14:46:41Z,True,59,32,2,Twixes,,2
48629,feat(flags): tokio runtime monitoring,https://github.com/PostHog/posthog/pull/48629,MERGED,2026-02-20T19:21:31Z,2026-02-24T14:43:27Z,2026-02-24T14:43:25Z,2026-02-24T14:43:25Z,True,433,0,6,matheus-vb,,3
48685,feat(mcp): hono version,https://github.com/PostHog/posthog/pull/48685,OPEN,2026-02-22T12:10:36Z,2026-02-24T14:17:58Z,,,False,2209,24,25,joshsny,,1
48588,fix(sql-editor): new tab button behaves consistently,https://github.com/PostHog/posthog/pull/48588,MERGED,2026-02-20T12:58:50Z,2026-02-24T14:13:04Z,2026-02-24T14:13:02Z,2026-02-24T14:13:02Z,True,32,56,10,mariusandra,,3
48914,feat(insights-ai): keep insight/results in context for posthog ai,https://github.com/PostHog/posthog/pull/48914,OPEN,2026-02-24T14:06:49Z,2026-02-24T14:11:13Z,,,False,88,16,10,anirudhpillai,,1
48783,fix(ph-ai): product advocacy,https://github.com/PostHog/posthog/pull/48783,OPEN,2026-02-23T16:57:13Z,2026-02-24T14:10:19Z,,,False,41,0,7,kappa90,,2
48912,fix(ph-ai): fix mode descriptions + research flags mode,https://github.com/PostHog/posthog/pull/48912,OPEN,2026-02-24T13:57:38Z,2026-02-24T14:10:16Z,,,False,62,25,7,kappa90,,1
48868,feat(experiments): read baseline_variant_key from stats_config,https://github.com/PostHog/posthog/pull/48868,MERGED,2026-02-24T08:24:20Z,2026-02-24T14:08:29Z,2026-02-24T14:08:27Z,2026-02-24T14:08:27Z,True,79,2,2,andehen,,2
48824,feat(experiments): Precomputed exposures for ordered funnels,https://github.com/PostHog/posthog/pull/48824,MERGED,2026-02-23T20:36:29Z,2026-02-24T14:00:27Z,2026-02-24T14:00:25Z,2026-02-24T14:00:25Z,True,839,267,3,jurajmajerik,,1
48896,fix(ci): add retries and start_period to db healthcheck in docker-compose.base.yml,https://github.com/PostHog/posthog/pull/48896,MERGED,2026-02-24T12:19:50Z,2026-02-24T13:57:45Z,2026-02-24T13:57:42Z,2026-02-24T13:57:42Z,True,2,0,1,mendral-app,,1
48909,chore(revert): render canvas for insight stories,https://github.com/PostHog/posthog/pull/48909,MERGED,2026-02-24T13:35:53Z,2026-02-24T13:55:07Z,2026-02-24T13:55:05Z,2026-02-24T13:55:05Z,True,9,213,18,thmsobrmlr,,1
48178,feat(cyclotron): use http fetch instead of seek consume,https://github.com/PostHog/posthog/pull/48178,MERGED,2026-02-17T12:59:34Z,2026-02-24T13:53:39Z,2026-02-24T13:53:36Z,2026-02-24T13:53:36Z,True,445,125,6,meikelmosby,,10
48908,fix(auth): restrict WorkOS Radar evaluation to signup only,https://github.com/PostHog/posthog/pull/48908,MERGED,2026-02-24T13:23:02Z,2026-02-24T13:43:58Z,2026-02-24T13:43:57Z,2026-02-24T13:43:57Z,True,20,3,2,yasen-posthog,,1
48449,feat(experiments): Show warning banner for inconsistent state between experiment and feature flag (and track occurrences),https://github.com/PostHog/posthog/pull/48449,MERGED,2026-02-19T13:01:38Z,2026-02-24T13:43:30Z,2026-02-24T13:43:27Z,2026-02-24T13:43:27Z,True,515,33,16,mp-hog,,2
48616,feat(agents): twig slack app,https://github.com/PostHog/posthog/pull/48616,CLOSED,2026-02-20T16:27:45Z,2026-02-24T13:37:46Z,2026-02-24T13:37:46Z,,False,3480,151,34,joshsny,,0
48873,feat(llma): route sentiment workflows to dedicated task queue,https://github.com/PostHog/posthog/pull/48873,MERGED,2026-02-24T09:12:28Z,2026-02-24T13:30:57Z,2026-02-24T13:30:55Z,2026-02-24T13:30:55Z,True,19,2,4,andrewm4894,team/llm-analytics,1
48593,feat: add tab query parameter support to experiments scene,https://github.com/PostHog/posthog/pull/48593,OPEN,2026-02-20T13:30:07Z,2026-02-24T13:28:40Z,,,False,31,1,2,pauldambra,,5
48268,feat(workflows): auto-save & drafts for workflows,https://github.com/PostHog/posthog/pull/48268,OPEN,2026-02-18T08:59:33Z,2026-02-24T13:28:36Z,,,False,1349,85,14,meikelmosby,,2
48907,refactor: cleaning marketing tiles logic,https://github.com/PostHog/posthog/pull/48907,OPEN,2026-02-24T13:10:43Z,2026-02-24T13:27:43Z,,,False,107,158,1,jabahamondes,,0
48892,test(storybook): update TrendsLine snapshots via bot,https://github.com/PostHog/posthog/pull/48892,OPEN,2026-02-24T11:56:53Z,2026-02-24T13:24:58Z,,,False,0,0,2,mendral-app,,0
48730,feat(phabs): hide if just one,https://github.com/PostHog/posthog/pull/48730,CLOSED,2026-02-23T12:59:09Z,2026-02-24T13:13:23Z,2026-02-24T13:13:18Z,,False,171,82,152,mariusandra,,0
48884,chore: update remote config versioning for mobile sdks,https://github.com/PostHog/posthog/pull/48884,OPEN,2026-02-24T10:43:17Z,2026-02-24T13:12:36Z,,,False,105,13,10,marandaneto,,3
48749,fix(sig): cleanup dead code,https://github.com/PostHog/posthog/pull/48749,MERGED,2026-02-23T14:08:39Z,2026-02-24T13:00:12Z,2026-02-24T13:00:10Z,2026-02-24T13:00:10Z,True,0,9,1,oliverb123,,3
48891,fix(sig): add management command to ingest signals from prod,https://github.com/PostHog/posthog/pull/48891,MERGED,2026-02-24T11:54:37Z,2026-02-24T12:59:30Z,2026-02-24T12:59:27Z,2026-02-24T12:59:27Z,True,110,0,1,oliverb123,,4
48427,"feat(inbox): Rework Inbox UI, adding onboarding & config",https://github.com/PostHog/posthog/pull/48427,MERGED,2026-02-19T10:47:34Z,2026-02-24T12:57:05Z,2026-02-23T12:52:45Z,2026-02-23T12:52:45Z,True,947,146,18,Twixes,,12
48899,chore(dags): fail cleanup step on s3 delete errors and log object count,https://github.com/PostHog/posthog/pull/48899,MERGED,2026-02-24T12:28:08Z,2026-02-24T12:55:51Z,2026-02-24T12:55:48Z,2026-02-24T12:55:48Z,True,86,3,2,Daesgar,,1
48893,fix(sig): architecture got a bit stale,https://github.com/PostHog/posthog/pull/48893,MERGED,2026-02-24T12:08:29Z,2026-02-24T12:49:56Z,2026-02-24T12:49:55Z,2026-02-24T12:49:55Z,True,111,56,1,oliverb123,,3
48729,feat: Parse HeartbeatDetails in backfill batch export,https://github.com/PostHog/posthog/pull/48729,OPEN,2026-02-23T12:58:36Z,2026-02-24T12:47:13Z,,,False,58,5,3,tomasfarias,,6
48890,chore(endpoints): add endpoints nodetype to modeling,https://github.com/PostHog/posthog/pull/48890,OPEN,2026-02-24T11:38:28Z,2026-02-24T12:45:57Z,,,False,366,13,16,sakce,,0
48374,feat: API for new access control with effective level,https://github.com/PostHog/posthog/pull/48374,OPEN,2026-02-18T21:27:43Z,2026-02-24T12:38:52Z,,,False,909,1,4,a-lider,,8
48786,fix(surveys): fix numeric vs string properties,https://github.com/PostHog/posthog/pull/48786,OPEN,2026-02-23T17:13:15Z,2026-02-24T12:37:28Z,,,False,398,14,8,adboio,,3
48321,fix(gateway): report provider errors better,https://github.com/PostHog/posthog/pull/48321,MERGED,2026-02-18T15:10:41Z,2026-02-24T12:31:39Z,2026-02-24T12:31:37Z,2026-02-24T12:31:37Z,True,164,9,6,joshsny,,3
48794,"Revert ""feat(gateway): user cost throttles""",https://github.com/PostHog/posthog/pull/48794,CLOSED,2026-02-23T17:38:02Z,2026-02-24T12:31:02Z,2026-02-24T12:31:02Z,,False,160,638,6,joshsny,,0
48897,fix(ci): format .claude/agents markdown files with oxfmt,https://github.com/PostHog/posthog/pull/48897,MERGED,2026-02-24T12:19:55Z,2026-02-24T12:26:36Z,2026-02-24T12:26:35Z,2026-02-24T12:26:35Z,True,18,18,2,mendral-app,,2
